term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
ultraviolet,.ʌltrә'vaiәlit,,a. 紫外线的； [化] 紫外线的; 紫外线,,cet6|ultra,ultra,,9521,,
ultrasonic,.ʌltrә'sɒnik,,n. 超声波； a. 超音速的,,cet6|ultra,ultra,,21711,,
amplify,'æmplifai,,"vt. 增强, 放大, 扩大, 详述； vi. 引伸",,cet6|ampl,ampl,amplified|amplifies|amplifying,9595,,
amplitude,'æmplitju:d,,"n. 广阔, 充足, 幅度； [化] 振幅",,cet6|ampl,ampl,amplitudes,14205,,
metric,'metrik,,"a. 公尺的, 公制的, 计量的； [医] 测量的, 米制的, 公制的",,cet6|metr,metr,metrics,10163,,
symmetry,'simitri,,"n. 对称, 匀称； [化] 对称; 对称性; 对称现象",,cet6|metr,metr,symmetries,10174,,
dormitory,'dɒ:mitәri,,n. 宿舍,,cet6|dorm,dorm,dormitories,10947,,
dormant,'dɒ:mәnt,,"a. 睡眠状态的, 静止的； [医] 休眠的, 不活动的, 休止的",,cet6|dorm,dorm,,11487,,
graphite,'græfait,,n. 石墨； [化] 石墨,,cet6|graph,graph,graphites,11261,,
demography,di:'mɒgrәfi,,"n. 人口统计学； [医] 人口学, 人口统计学",,cet6|graph,graph,,21130,,
appraise,ә'preiz,,"vt. 评价, 估价； [经] 评价, 鉴定",,cet6|preti,preti,appraised|appraises|appraising,13123,,
appreciable,ә'pri:ʃiәbl,,"a. 可感知的, 可评估的",,cet6|preti,preti,,20337,,
diligent,'dilidʒәnt,,"a. 勤勉的, 用功的",,cet6|dilig,dilig,,14139,,
diligence,'dilidʒәns,,n. 勤奋,,cet6|dilig,dilig,,14741,,
system,'sistәm,,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则； [计] 系统; 体制; 体系",,cet6,,systems,191,,
program,'prәugræm,,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划； vt. 规划, 拟...计划",,cet6,,programmed|programming|programs,194,,
government,'gʌvәnmәnt,,"n. 政府, 内阁； [经] 政府, 政治, 政体",,cet6,,governments,201,,
point,pɒint,,"n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位； vt. 弄尖, 强调, 指出, 加标点于, 瞄准",,cet6,,pointed|pointing|points,211,,
national,'næʃәnәl,,"a. 国家的, 国立的, 全国性的, 民族的； [经] 全国性的, 国家的, 国民的",,cet6,,nationals,231,,
business,'biznis,,"n. 生意, 事情, 业务, 商业, 商行, 职责； [经] 企业, 商业, 营业",,cet6,,businesses,246,,
issue,'isju,,"n. 发行, 问题, 后果, 流出, 出口, 争端； vi. 发行, 流出, 造成...结果, 传下",,cet6,,issued|issues|issuing,248,,
line,lain,,"n. 列, 线, 绳, 电线, 线路, 路线, 航线, 作业线, 界线, 战线, 外形, 排, 家系； vt. 排成一行, 顺...排列, 划线于, 加衬里, 使有线条, 使起皱纹",,cet6,,lined|lines|lining,276,,
political,pә'litikl,,"a. 政治的, 政治上的, 政党的, 从事政治的； [法] 政治的, 政治上的, 党派政治的",,cet6,,,277,,
lose,lu:z,,"vt. 遗失, 损失, 丢失, 使失去, 错过, 浪费, 迷失, 使迷路, 输去, 使沉溺于； vi. 受损失, 失败",,cet6,,loses|losing|lost,283,,
law,lɒ:,,"n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼； v. 起诉",,cet6,,laws,287,,
continue,kәn'tinju:,,"vi. 继续, 延续, 延长； vt. 使继续, 使延长",,cet6,,continued|continues|continuing,293,,
later,'leitә,,"adv. 以后, 随后",,cet6,,late|r,295,,
least,li:st,,"n. 最少, 最小, 最小限度； a. 最少的, 最小的",,cet6,,,302,,
president,'prezidәnt,,"n. 总统, 总裁, 董事长, (学院)院长, (大学)校长, 主管人, 主持人； [经] 总经理, 董事长, 总裁",,cet6,,presidents,303,,
real,'riәl,,"a. 真的, 真实的, 实际的, 实在的, 不动(产)的, 实数的； n. 实数, 现实",,cet6,,,305,,
team,ti:m,,"n. 队, 组； vt. 把马(牛)套在同一辆车上, 把...编成一组",,cet6,,teamed|teaming|teams,307,,
follow,'fɒlәu,,"vt. 跟随, 沿行, 遵循, 追求； vi. 跟随, 接着",,cet6,,followed|following|follows,325,,
create,kri:'eit,,"vt. 创造, 建造, 引起, 任命",,cet6,,created|creates|creating,332,,
public,'pʌblik,,"n. 公众, 民众； a. 公众的, 公共的, 公立的, 公用的",,cet6,,,333,,
level,'levl,,"n. 水平, 水准, 平地； a. 同高的, 平坦的, 齐平的, 水平的",,cet6,,levelled|levelling|levels,338,,
war,wɒ:,,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争； vi. 进行战争, 作战, 打仗, 战斗",,cet6,,warred|warring|wars,349,,
history,'histәri,,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录； [计] 历史记录",,cet6,,histories,350,,
within,wi'ðin,,"n. 内部, 里头； adv. 在内部, 在内心里",,cet6,,,352,,
win,win,,"vt. 赢得, 打胜, 成功； vi. 获胜, 达到, 影响",,cet6,,winning|wins|won,361,,
research,ri'sә:tʃ,,"n. 研究, 调查, 考察； vi. 研究, 调查",,cet6,,researched|researches|researching,362,,
force,fɒ:s,,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力； vt. 强迫, 强夺, 推动, 提高",,cet6,,forced|forces|forcing,372,,
offer,'ɒfә,,"n. 给予(物), 出价, 提议, 意图, 报价； vt. 提供, 出价, 奉献, 试图, 使出现, 演出",,cet6,,offered|offering|offers,373,,
policy,'pɒlisi,,"n. 政策, 方针, 策略, 保险单； [医] 凭单, 保险单",,cet6,,policies,388,,
process,'prɒses,,"n. 程序, 进行, 过程； vt. 加工, 使...接受处理, 对...处置, 对...起诉",,cet6,,processed|processes|processing,391,,
actually,'æktʃuәli,,"adv. 事实上, 竟然, 如今, 现在",,cet6,,,396,,
nation,'neiʃәn,,"n. 国家, 民族； [法] 民族, 国家",,cet6,,nations,412,,
interest,'intrist,,"n. 兴趣, 嗜好, 利息, 利益, 爱好, 趣味, 势力； vt. 使感兴趣, 与...有关系",,cet6,,interested|interesting|interests,416,,
experience,ik'spiәriәns,,"n. 经历, 经验, 体验； vt. 经历, 经验, 体验",,cet6,,experienced|experiences|experiencing,420,,
reach,ri:tʃ,,"n. 伸出, 延伸, 区域, 范围, 流域, 岬； vt. 到达, 达到, 伸出, 延伸, 影响",,cet6,,reached|reaches|reaching,422,,
local,'lәukәl,,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的； n. 当地居民, 本地新闻, 局部",,cet6,,locals,423,,
perhaps,pә'hæps,,"adv. 也许, 大概",,cet6,,,435,,
major,'meidʒә,,"n. 主修课, 成年人, 陆军少校； a. 主要的, 较多的, 大部分的, 成年的, 严重的",,cet6,,majored|majoring|majors,444,,
role,rәul,,"n. 角色, 职责, 任务； [医] 作用, 功用",,cet6,,roles,451,,
economic,.i:kә'nɒmik,,"a. 经济上的, 实用的, 节省的； [经] 经济的",,cet6,,,453,,
drug,drʌg,,"n. 药, 麻药, 麻醉药； vi. 吸毒",,cet6,,drugged|drugging|drugs,461,,
leader,'li:dә,,"n. 领导者, 社论, 指挥, 领袖, 领唱者, 前导字符； [计] 前导字符",,cet6,,leaders,463,,
voice,vɒis,,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态； vt. 表达, 吐露, 调音",,cet6,,voiced|voices|voicing,465,,
whole,hәul,,"n. 全部, 全体, 整体, 完全之体系； a. 所有的, 完整的, 完全的, 纯粹的",,cet6,,wholes,467,,
decision,di'siʒәn,,"n. 决定, 决心, 决断； [计] 判定",,cet6,,decisions,479,,
explain,ik'splein,,"v. 解释, 说明",,cet6,,explained|explaining|explains,480,,
view,vju:,,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象； vt. 看, 考虑, 视察, 查看, 估量",,cet6,,viewed|viewing|views,485,,
relationship,ri'leiʃәnʃip,,"n. 关系, 关联； [医] 关系",,cet6,,relationships,486,,
federal,'fedәrәl,,"a. 联邦的, 联合的, 同盟的； [法] 联邦的, 联邦制的, 联盟的",,cet6,,,493,,
tax,tæks,,"n. 税, 税款, 重负, 会费； vt. 课以税, 使负重荷, 斥责",,cet6,,taxed|taxes|taxing,509,,
director,di'rektә,,"n. 主管, 导演, 董事； [计] 寻向偶极子; 指挥仪",,cet6,,directors,510,,
player,'pleiә,,"n. 竞赛者, 上场队员, 游戏者, 演员； [经] 交易者",,cet6,,players,513,,
especially,i'speʃәli,,"adv. 尤其, 特别, 格外",,cet6,,,515,,
record,ri'kɒ:d,,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片； vt. 记录, 记载, 标明, 将...录音",,cet6,,recorded|recording|records,516,,
space,speis,,"n. 位置, 空间, 距离, 太空, 空白, 间隔, (期刊等的)篇幅； vt. 隔开, 分隔",,cet6,,spaced|spaces|spacing,521,,
official,ә'fiʃәl,,"n. 官员, 公务员, 职员； a. 公务的, 官方的, 正式的",,cet6,,officials,526,,
site,sait,,"n. 位置, 场所, 地点； vt. 给...择址",,cet6,,sited|sites|siting,532,,
project,'prɒdʒekt,,"n. 计划, 设计, 事业； vt. 计划, 设计, 投掷, 发射, 使凸出, 放映",,cet6,,projected|projecting|projects,534,,
hit,hit,,"n. 打击, 打, 冲撞, 讽刺； vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上",,cet6,,hit|hits|hitting|pd,535,,
court,kɒ:t,,"n. 法院, 庭院, 奉承； vt. 献殷勤, 追求, 招致",,cet6,,courted|courting|courts,541,,
produce,prә'dju:s,,"n. 生产品, 物产, 后代； vt. 产生, 生产, 提出, 出示",,cet6,,produced|produces|producing,542,,
situation,.sitju'eiʃәn,,"n. 情形, 境遇, 位置； [医] 情境, 处境",,cet6,,situations,548,,
industry,'indәstri,,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动； [经] 工业, 实业",,cet6,,industries,551,,
image,'imidʒ,,"n. 影像, 肖像, 想象, 图像, 形象, 翻版； vt. 作...的像, 反映, 想象, 象征",,cet6,,imaged|images|imaging,555,,
recent,'ri:snt,,"a. 最近的, 近代的, 最新的； [经] 最近的, 新进的",,cet6,,,567,,
product,'prɒdʌkt,,"n. 产品, 结果, 乘积； [化] 生产物",,cet6,,products,569,,
test,test,,"n. 测试, 试验, 化验, 检验, 考验, 甲壳； vt. 测试, 试验, 化验",,cet6,,tested|testing|tests,575,,
personal,'pә:snl,,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的； [医] 人的; 个人的, 自身的",,cet6,,,580,,
step,step,,"n. 步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级； vt. 踏, 以步测量, 跨步, 使成阶梯状",,cet6,,stepped|stepping|steps,587,,
republican,ri'pʌblikәn,,"n. 共和主义者, 共和党员； a. 共和政体的, 共和国的, 共和主义的",,cet6,,republicans,594,,
organization,.ɒ:gәnai'zeiʃәn,,"n. 组织, 结构, 团体, 体制； [医] 组织, 机构, 机化(血栓或坏死组织)",,cet6,,organizations,595,,
evidence,'evidәns,,"n. 根据, 证据, 迹象； [经] 证据, 凭证",,cet6,,evidenced|evidences|evidencing,606,,
billion,'biljәn,,"num. 十亿, 十亿个",,cet6,,,612,,
realize,'riәlaiz,,"vt. 了解, 实现, 使显得逼真, 变卖； vi. 变卖",,cet6,,realized|realizes|realizing,616,,
likely,'laikli,,"a. 有可能的, 合适的, 前途有望的； adv. 或许, 可能",,cet6,,likeliest,624,,
opportunity,.ɒpә'tju:niti,,"n. 机会, 时机",,cet6,,opportunities,625,,
term,tә:m,,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石； vt. 称, 呼",,cet6,,termed|terming|terms,626,,
condition,kәn'diʃәn,,"n. 情况, 条件； vt. 使健康, 以...为条件, 决定, 使适应",,cet6,,conditioned|conditioning|conditions,629,,
choice,tʃɒis,,"n. 选择, 精选品, 选择权； a. 精选的, 挑三拣四的, 上等的",,cet6,,choices,630,,
rule,ru:l,,"n. 规则, 统治, 控制, 支配, 规律, 标准, 章程, 破折号, 铅线； vt. 规定, 统治, 管理, 控制, 支配, 裁决",,cet6,,ruled|rules|ruling,633,,
administration,әd.mini'streiʃәn,,"n. 行政, 管理, 政府机关； [化] 给药",,cet6,,administrations,635,,
economy,i'kɒnәmi,,"n. 经济, 理财, 节约； [医] 经济, 整体",,cet6,,economies,645,,
risk,risk,,"n. 冒险, 危险, 保险额； vt. 冒...的危险, 冒险干",,cet6,,risked|risking|risks,650,,
security,si'kjuriti,,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金； [计] 安全性, 保密性, 安全检查程序",,cet6,,securities,661,,
board,bɒ:d,,"n. 木板, 甲板, 膳食, 会议桌； vt. 乘船, 供膳食, 用板覆盖",,cet6,,boarded|boarding|boards,667,,
seek,si:k,,"vt. 寻求, 寻找, 探索, 追求, 搜索, 请求； vi. 寻找, 搜索",,cet6,,seeking|seeks|sought,668,,
officer,'ɒfisә,,"n. 军官, 主管, 官员, 公务员； vt. 指挥",,cet6,,officered|officering|officers,671,,
deal,di:l,,"n. 交易, 协定, 数量, 买卖, 松木板； vi. 处理, 应付, 做生意",,cet6,,dealing|deals|dealt,674,,
fight,fait,,"n. 打架, 争吵, 斗志； v. 对抗, 打架",,cet6,,fighting|fights|fought,676,,
top,tɒp,,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺； a. 最高的, 顶上的, 头等的",,cet6,,topped|topping|tops,678,,
goal,gәul,,"n. 目标, 终点, 得分, 球门, 守门员； vi. 攻门, 射门得分",,cet6,,goals,681,,
author,'ɒ:θә,,"n. 作家, 作家的著作, 创始人； [法] 作者, 著作人, 本人",,cet6,,authored|authoring|authors,685,,
represent,.repri'zent,,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演； vi. 提出异议",,cet6,,represented|representing|represents,687,,
focus,'fәukәs,,"n. 焦点, 焦距； vi. 聚焦, 注视",,cet6,,foci|focused|focuses|focusing,688,,
drop,drɒp,,"n. 滴, 微量, 落下, 空投； vi. 放下, 掉下, 下降",,cet6,,dropped|dropping|drops,690,,
upon,ә'pɒn,,"prep. 在...之上, 迫近, 紧接着",,cet6,,,693,,
nature,'neitʃә,,"n. 自然, 大自然, 本性, 性格, 性质； [医] 自然, 大自然; 本性, 性能",,cet6,,natures,696,,
recently,'ri:sntli,,adv. 最近,,cet6,,,699,,
reduce,ri'dju:s,,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳； vi. 减少, 减肥, 缩小",,cet6,,reduced|reduces|reducing,701,,
common,'kɒmәn,,"a. 通常的, 共同的, 通俗的, 公共的； [计] 公用块",,cet6,,,710,,
share,ʃєә,,"n. 部分, 参与, 一份, 参股, 份额； vt. 均分, 分担, 分享, 分配, 共有",,cet6,,shared|shares|sharing,711,,
natural,'nætʃәrәl,,"n. 白痴； a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",,cet6,,,715,,
race,reis,,"n. 种族, 人种, 赛跑, 比赛, 急流, 人类, 同道, 姜根； vi. 赛跑, 竞赛, 疾走",,cet6,,raced|races|racing,716,,
series,'siәri:z,,"n. 串联, 序列, 连续, 系列, 丛书, 套, 级数, 组； [计] 系列",,cet6,,,718,,
rise,raiz,,"n. 上升, 增加, 上涨, 高地, 升高, 出现； vi. 升起, 起身, 起立, 上升, 上涨, 增长, 高耸, 起义, 浮现",,cet6,,risen|rises|rising|rose,727,,
decade,'dekeid,,"n. 十年, 十",,cet6,,decades,730,,
shoot,ʃu:t,,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费； vt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射",,cet6,,shooting|shoots|shot,732,,
save,seiv,,"n. 救球； vt. 解救, 挽救, 储蓄, 保存, 节省, 保留",,cet6,,saved|saves|saving,735,,
scene,si:n,,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色； [化] 现场",,cet6,,scenes,738,,
stock,stɒk,,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目； a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的",,cet6,,stocked|stocking|stocks,740,,
despite,di'spait,,"n. 轻视, 憎恨； prep. 虽然, 尽管",,cet6,,,742,,
thus,ðʌs,,"adv. 如此, 因此, 到如此程度； [医] 乳香",,cet6,,,744,,
protect,prә'tekt,,"vt. 防卫, 保护, 警戒； [法] 庇护, 保护, 警戒",,cet6,,protected|protecting|protects,749,,
approach,ә'prәutʃ,,"n. 接近, 入门； vt. 接近, 近似, 找...商量",,cet6,,approached|approaches|approaching,750,,
fund,fʌnd,,"n. 基金, 资金, 存款, 财源, 贮藏； vt. 提供资金, 积累",,cet6,,funded|funding|funds,754,,
media,'mi:diә,,n. 媒体； [计] 媒质,,cet6,,,757,,
sign,sain,,"n. 符号, 招牌, 征兆, 正负号, 手势； vt. 签名, 打手势表达",,cet6,,signed|signing|signs,759,,
thought,θɒ:t,,"n. 想法, 思想, 思维, 关心, 挂念； think的过去式和过去分词",,cet6,,pd|think|thoughts,760,,
list,list,,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单； vt. 列出, 列于表上, 记入名单内, 装布条",,cet6,,listed|listing|lists,761,,
resource,ri'sɒ:s,,"n. 资源, 财力, 办法, 策略, 急智, 消遣； [计] 资源",,cet6,,resourced|resources|resourcing,769,,
prepare,pri'pєә,,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制； vi. 预备",,cet6,,prepared|prepares|preparing,774,,
disease,di'zi:z,,"n. 疾病, 弊病； [医] [疾]病",,cet6,,diseases,775,,
whatever,hwɒt'evә,,pron. 无论什么,,cet6,,,776,,
argue,'ɑ:gju,,"vi. 提出理由, 争论, 辩论； vt. 主张, 辩论, 证明, 说服",,cet6,,argued|argues|arguing,778,,
recognize,'rekәgnaiz,,"vt. 认出, 认可, 承认, 公认, 识别, 赏识； vi. 承认, 具结",,cet6,,recognized|recognizes|recognizing,779,,
staff,stɑ:f,,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖； a. 职员的, 雇员的, 参谋的",,cet6,,staffed|staffing|staffs,784,,
growth,grәuθ,,"n. 生长, 栽培, 增长； [计] 等比级数",,cet6,,growths,787,,
loss,lɒs,,"n. 损失, 遗失, 失败, 输, 错过, 伤亡； [化] 损失; 损耗",,cet6,,losses,788,,
wonder,'wʌndә,,"n. 奇迹, 惊奇, 惊愕； vt. 惊奇, 想知道",,cet6,,wondered|wondering|wonders,790,,
attack,ә'tæk,,"n. 攻击, 抨击； vt. 攻击, 抨击, 动手干",,cet6,,attacked|attacking|attacks,791,,
training,'treiniŋ,,"n. 训练, 培养； [医] 训练",,cet6,,i|training,796,,
pretty,'priti,,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的； adv. 相当, 颇",,cet6,,prettier|prettiest,797,,
trade,treid,,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风； vi. 进行交易, 做买卖, 经商, 对换, 购物",,cet6,,traded|trades|trading,800,,
election,i'lekʃәn,,"n. 选举, 当选, 选择权； [法] 选举, 当选",,cet6,,elections,801,,
lay,lei,,"vt. 放置, 产, 铺设, 布置, 提出, 平息； vi. 下蛋, 打赌",,cet6,,laid|laying|lays|lie|p,803,,
general,'dʒenәrәl,,"n. 一般, 将军, 大体； a. 全面的, 大体的, 总的, 一般的, 普遍的",,cet6,,generals,804,,
message,'mesidʒ,,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词； vt. 通知",,cet6,,messaged|messages|messaging,807,,
analysis,ә'nælәsis,,n. 分析； [计] 分析机; 分析员; 分析; 分析程序,,cet6,,analyses,811,,
sex,seks,,"n. 性别, 性欲； vt. 区别...的性别, 引起...的性欲",,cet6,,sexed|sexes|sexing,814,,
lawyer,'lɒ:jә,,n. 律师； [经] 律师,,cet6,,lawyers,816,,
environmental,in.vaiәrәn'mentәl,,"a. 周围的, 环境的； [经] 环境的, 环保的",,cet6,,,819,,
skill,'skil,,"n. 技术, 技巧, 技能, 熟练, 熟练工人； [化] 技能",,cet6,,skills,821,,
professor,prә'fesә,,n. 教授,,cet6,,professors,825,,
financial,fai'nænʃәl,,"a. 财政的, 金融的； [经] 财政的, 金融的, 财务的",,cet6,,,827,,
crime,kraim,,"n. 犯罪, 罪行, 罪恶； [法] 犯罪, 罪, 罪恶",,cet6,,crimes,828,,
stage,steidʒ,,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架； vt. 上演, 表演, 筹划",,cet6,,staged|stages|staging,829,,
authority,ɒ:'θɒriti,,"n. 权力, 当权者, 当局, 权威, 专家； [经] 代理权, 授权, 权威",,cet6,,authorities,832,,
design,di'zain,,"n. 设计, 图样, 方案, 企图； v. 设计, 计划",,cet6,,designed|designing|designs,834,,
sort,sɒ:t,,"n. 种类, 方式, 品质, 态度, 举止； vt. 分类, 排序, 挑选",,cet6,,sorted|sorting|sorts,835,,
knowledge,'nɒlidʒ,,"n. 知识, 学问, 认识, 知道",,cet6,,knowledges,839,,
gun,gʌn,,n. 枪； [医] 枪,,cet6,,gunned|gunning|guns,840,,
strategy,'strætidʒi,,"n. 战略, 策略； [经] 战略, 策略",,cet6,,strategies,844,,
indeed,in'di:d,,"adv. 的确, 实在, 真正地, 甚至",,cet6,,,848,,
truth,tru:θ,,"n. 事实, 实情； [法] 真实, 真相, 事实",,cet6,,truths,850,,
democratic,.demә'krætik,,"a. 民主的； [法] 民主的, 民主政体的, 平民的",,cet6,,,853,,
environment,in'vairәnmәnt,,"n. 环境, 外界, 围绕； [计] 环境",,cet6,,environments,855,,
rather,'ræðә,,"adv. 宁可, 稍微, 相当",,cet6,,,860,,
prove,pru:v,,"vt. 证明, 查验, 检验, 勘探, 显示； vi. 证明是",,cet6,,proved|proves|proving,866,,
hang,hæŋ,,"n. 悬挂, 诀窍, 意义； vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决",,cet6,,hanging|hangs|hung,867,,
entire,in'taiә,,"n. 整个, 全部； a. 全体的, 完全的, 全部的",,cet6,,,868,,
rock,rɒk,,"n. 岩石, 岩礁, 石头, 基石, 暗礁, 摇动, 摇滚乐； vt. 摇摆, 摇动, 使摇晃, 使动摇",,cet6,,rocked|rocking|rocks,869,,
remove,ri'mu:v,,"vt. 移动, 调动, 除去, 迁移, 开除, 移交； vi. 迁移, 移动, 搬家",,cet6,,removed|removes|removing,876,,
network,'netwә:k,,"n. 网络, 广播网, 网状物； [计] 网络",,cet6,,networked|networking|networks,882,,
legal,'li:gәl,,"a. 法律的, 法定的, 合法的； [经] 法定权利; 法律(上)的, 合法的",,cet6,,,883,,
religious,ri'lidʒәs,,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的； n. 修道士, 出家人",,cet6,,,884,,
main,mein,,"n. 主要部分, 干线, 体力, 力量, 主群组； a. 主要的, 重要的, 全力的",,cet6,,,888,,
cell,sel,,"n. 单元, 细胞, 电池； [计] 单元",,cet6,,cells,895,,
trial,'traiәl,,"n. 审判, 试验, 艰苦, 麻烦事, 考验； a. 审讯的, 试验性的",,cet6,,trialled|trials,898,,
firm,fә:m,,"n. 公司, 商号； a. 坚定的, 坚强的, 牢固的, 结实的, 坚硬的, 坚挺的, 严格的, 确定的",,cet6,,firmed|firmer|firming|firms,902,,
management,'mænidʒmәnt,,"n. 经营, 支配, 管理； [化] 管理处",,cet6,,managements,906,,
imagine,i'mædʒin,,"vt. 想像, 设想, 猜测； vi. 想像起来",,cet6,,imagined|imagines|imagining,909,,
theory,'θiәri,,"n. 理论, 学说, 原理, 意见, 推测； [化] 理论",,cet6,,theories,918,,
impact,'impækt,,"n. 冲击, 冲突, 影响, 效果； vt. 挤入, 撞击, 压紧, 对...发生影响",,cet6,,impacted|impacting|impacts,919,,
direction,di'rekʃәn,,"n. 方向, 指导, 趋势； [计] 方向; 流向",,cet6,,directions,928,,
weapon,'wepәn,,"n. 武器, 兵器； vt. 武装",,cet6,,weapons,929,,
employee,.emplɒi'i:,,"n. 职员, 员工, 受雇人员； [化] 职工; 雇员",,cet6,,employees,930,,
contain,kәn'tein,,"vt. 包含, 容纳, 控制； vi. 自制",,cet6,,contained|containing|contains,931,,
pain,pein,,"n. 痛苦, 疼痛, 辛苦； vt. 使痛苦, 痛苦",,cet6,,pained|paining|pains,937,,
shake,ʃeik,,"n. 摇动, 震动； vt. 摇动, 动摇, 使震动, 挥舞",,cet6,,shaken|shakes|shaking|shook,942,,
interview,'intәvju:,,"n. 面谈, 访问, 接见, 面试； vt. 接见, 对...进行面谈(试)",,cet6,,interviewed|interviewing|interviews,944,,
manage,'mænidʒ,,"vi. 处理； vt. 管理, 控制, 维持, 达成, 经营, 运用",,cet6,,managed|manages|managing,945,,
camera,'kæmәrә,,"n. 照相机, 摄影机, 密谈室, 暗箱； [计] 摄影",,cet6,,cameras,949,,
politics,'pɒlitiks,,"n. 政治, 政治学, 政见, 政治活动； [法] 政治, 政治学, 政纲",,cet6,,,951,,
perform,pә'fɒ:m,,"vt. 进行, 履行, 完成, 执行, 表演； vi. 行动, 工作, 执行, 演出",,cet6,,performed|performing|performs,953,,
suddenly,'sʌdәnli,,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",,cet6,,,955,,
discover,dis'kʌvә,,"vt. 发现, 找到, 暴露； vi. 发现",,cet6,,discovered|discovering|discovers,956,,
candidate,'kændideit,,"n. 候选人, 投考者； [法] 候选, 候补者",,cet6,,candidates,957,,
production,prә'dʌkʃәn,,"n. 制造, 生产, 产物； [医] 产生, 生成",,cet6,,productions,959,,
treat,tri:t,,"n. 宴请, 款待； vt. 视为, 对待, 论述, 治疗, 款待",,cet6,,treated|treating|treats,960,,
inside,'in'said,,"n. 内部, 内脏, 内幕； a. 内部的, 秘密的, 户内的",,cet6,,insides,964,,
conference,'kɒnfәrәns,,"n. 会议； [经] 会议, 讨论会, 协商会",,cet6,,conferences,965,,
unit,'ju:nit,,"n. 单位, 分队, 部队, 单元, 部件, 装置； a. 单位的, 单元的",,cet6,,units,966,,
style,stail,,"n. 风格, 时尚, 文体, 风度, 字体, 类型； vt. 称呼, (根据新款式)设计, 使合潮流",,cet6,,styled|styles|styling,968,,
range,'reindʒ,,"n. 排, 行, 山脉, 范围, 行列, 射程； vt. 排列, 归类于, 使并列, 放牧",,cet6,,ranged|ranges|ranging,972,,
edge,edʒ,,"n. 边缘, 尖锐, 刀刃, 优势； vt. 使锐利, 挤进, 镶边",,cet6,,edged|edges|edging,977,,
writer,'raitә,,"n. 作家, 撰稿者, 抄写员； [化] 记录器",,cet6,,writers,980,,
throughout,θru:'aut,,"adv. 到处, 贯穿全部地, 自始至终； prep. 遍及, 在各处",,cet6,,,983,,
challenge,'tʃælindʒ,,"n. 挑战, 盘问； vt. 向...挑战, 要求, 怀疑",,cet6,,challenged|challenges|challenging,984,,
fear,fiә,,"n. 恐怖, 害怕, 担心； v. 害怕, 恐惧, 为...担心, 敬畏",,cet6,,feared|fearing|fears,985,,
shoulder,'ʃәuldә,,"n. 肩, 肩膀, 衣肩； vt. 肩负, 负担, 担任",,cet6,,shouldered|shouldering|shoulders,986,,
dream,dri:m,,"n. 梦, 空想, 愿望； v. 做梦, 想象, 梦想",,cet6,,dreamed|dreaming|dreams,990,,
