term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
director,di'rektә,,"n. 主管, 导演, 董事； [计] 寻向偶极子; 指挥仪",,cet4,,directors,510,,
player,'pleiә,,"n. 竞赛者, 上场队员, 游戏者, 演员； [经] 交易者",,cet4,,players,513,,
especially,i'speʃәli,,"adv. 尤其, 特别, 格外",,cet4,,,515,,
record,ri'kɒ:d,,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片； vt. 记录, 记载, 标明, 将...录音",,cet4,,recorded|recording|records,516,,
space,speis,,"n. 位置, 空间, 距离, 太空, 空白, 间隔, (期刊等的)篇幅； vt. 隔开, 分隔",,cet4,,spaced|spaces|spacing,521,,
event,i'vent,,"n. 事件, 结果, 事情的进程, 竞赛项目； [计] 事件",,cet4,,events,525,,
official,ә'fiʃәl,,"n. 官员, 公务员, 职员； a. 公务的, 官方的, 正式的",,cet4,,officials,526,,
couple,'kʌpl,,"n. 对, 夫妇, 数个； vt. 使成双, 连接, 使成婚, 把...联系起来",,cet4,,coupled|couples|coupling,531,,
site,sait,,"n. 位置, 场所, 地点； vt. 给...择址",,cet4,,sited|sites|siting,532,,
project,'prɒdʒekt,,"n. 计划, 设计, 事业； vt. 计划, 设计, 投掷, 发射, 使凸出, 放映",,cet4,,projected|projecting|projects,534,,
hit,hit,,"n. 打击, 打, 冲撞, 讽刺； vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上",,cet4,,hit|hits|hitting|pd,535,,
base,beis,,"n. 底部, 垒, 基础, 基地； vt. 以...作基础",,cet4,,based|baser|bases|basing,536,,
activity,æk'tiviti,,"n. 活动, 行动, 活跃, 活力； [计] 活动",,cet4,,activities,537,,
court,kɒ:t,,"n. 法院, 庭院, 奉承； vt. 献殷勤, 追求, 招致",,cet4,,courted|courting|courts,541,,
produce,prә'dju:s,,"n. 生产品, 物产, 后代； vt. 产生, 生产, 提出, 出示",,cet4,,produced|produces|producing,542,,
oil,ɒil,,"n. 油, 石油, 油画颜料； vt. 涂油于, 使融化成油状, 加油于",,cet4,,oiled|oiling|oils,546,,
situation,.sitju'eiʃәn,,"n. 情形, 境遇, 位置； [医] 情境, 处境",,cet4,,situations,548,,
industry,'indәstri,,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动； [经] 工业, 实业",,cet4,,industries,551,,
figure,'figә,,"n. 数字, 价格, 图形, 形状； vt. 描绘, 表示, 演算, 认为",,cet4,,figured|figures|figuring,552,,
image,'imidʒ,,"n. 影像, 肖像, 想象, 图像, 形象, 翻版； vt. 作...的像, 反映, 想象, 象征",,cet4,,imaged|images|imaging,555,,
phone,fәun,,"n. 电话, 受话器, 耳机； vt. 打电话给",,cet4,,phoned|phones|phoning,557,,
data,'deitә,,"pl. 资料, 数据； [计] 数据; DOS内部命令:用于显示或设定系统的日期",,cet4,,,559,,
recent,'ri:snt,,"a. 最近的, 近代的, 最新的； [经] 最近的, 新进的",,cet4,,,567,,
product,'prɒdʌkt,,"n. 产品, 结果, 乘积； [化] 生产物",,cet4,,products,569,,
test,test,,"n. 测试, 试验, 化验, 检验, 考验, 甲壳； vt. 测试, 试验, 化验",,cet4,,tested|testing|tests,575,,
movie,'mu:vi,,n. 电影,,cet4,,movies,576,,
personal,'pә:snl,,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的； [医] 人的; 个人的, 自身的",,cet4,,,580,,
step,step,,"n. 步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级； vt. 踏, 以步测量, 跨步, 使成阶梯状",,cet4,,stepped|stepping|steps,587,,
attention,ә'tenʃәn,,"n. 注意, 注意力； [计] 引起注意信号",,cet4,,attentions,591,,
republican,ri'pʌblikәn,,"n. 共和主义者, 共和党员； a. 共和政体的, 共和国的, 共和主义的",,cet4,,republicans,594,,
organization,.ɒ:gәnai'zeiʃәn,,"n. 组织, 结构, 团体, 体制； [医] 组织, 机构, 机化(血栓或坏死组织)",,cet4,,organizations,595,,
choose,tʃu:z,,"vt. 选择, 宁愿, 欲； vi. 作出选择, 愿意",,cet4,,chooses|choosing|chose|chosen,600,,
cause,kɒ:z,,"n. 原因, 目标； vt. 引起, 使产生, 使遭受",,cet4,,caused|causes|causing,601,,
evidence,'evidәns,,"n. 根据, 证据, 迹象； [经] 证据, 凭证",,cet4,,evidenced|evidences|evidencing,606,,
billion,'biljәn,,"num. 十亿, 十亿个",,cet4,,,612,,
chance,tʃæns. tʃɑ:ns,,"n. 机会, 意外, 可能性； vi. 偶然发生",,cet4,,chanced|chances|chancing,613,,
energy,'enәdʒi,,"n. 精力, 精神, 活力, 能量； [化] 能; 能量",,cet4,,energies,615,,
realize,'riәlaiz,,"vt. 了解, 实现, 使显得逼真, 变卖； vi. 变卖",,cet4,,realized|realizes|realizing,616,,
likely,'laikli,,"a. 有可能的, 合适的, 前途有望的； adv. 或许, 可能",,cet4,,likeliest,624,,
opportunity,.ɒpә'tju:niti,,"n. 机会, 时机",,cet4,,opportunities,625,,
term,tә:m,,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石； vt. 称, 呼",,cet4,,termed|terming|terms,626,,
condition,kәn'diʃәn,,"n. 情况, 条件； vt. 使健康, 以...为条件, 决定, 使适应",,cet4,,conditioned|conditioning|conditions,629,,
choice,tʃɒis,,"n. 选择, 精选品, 选择权； a. 精选的, 挑三拣四的, 上等的",,cet4,,choices,630,,
rule,ru:l,,"n. 规则, 统治, 控制, 支配, 规律, 标准, 章程, 破折号, 铅线； vt. 规定, 统治, 管理, 控制, 支配, 裁决",,cet4,,ruled|rules|ruling,633,,
administration,әd.mini'streiʃәn,,"n. 行政, 管理, 政府机关； [化] 给药",,cet4,,administrations,635,,
economy,i'kɒnәmi,,"n. 经济, 理财, 节约； [医] 经济, 整体",,cet4,,economies,645,,
church,tʃә:tʃ,,"n. 教堂, 礼拜, 教会； vt. 使人接受宗教仪式",,cet4,,churched|churches|churching,648,,
risk,risk,,"n. 冒险, 危险, 保险额； vt. 冒...的危险, 冒险干",,cet4,,risked|risking|risks,650,,
anyone,'eniwʌn,,pron. 任何人,,cet4,,,659,,
security,si'kjuriti,,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金； [计] 安全性, 保密性, 安全检查程序",,cet4,,securities,661,,
board,bɒ:d,,"n. 木板, 甲板, 膳食, 会议桌； vt. 乘船, 供膳食, 用板覆盖",,cet4,,boarded|boarding|boards,667,,
seek,si:k,,"vt. 寻求, 寻找, 探索, 追求, 搜索, 请求； vi. 寻找, 搜索",,cet4,,seeking|seeks|sought,668,,
officer,'ɒfisә,,"n. 军官, 主管, 官员, 公务员； vt. 指挥",,cet4,,officered|officering|officers,671,,
deal,di:l,,"n. 交易, 协定, 数量, 买卖, 松木板； vi. 处理, 应付, 做生意",,cet4,,dealing|deals|dealt,674,,
fight,fait,,"n. 打架, 争吵, 斗志； v. 对抗, 打架",,cet4,,fighting|fights|fought,676,,
top,tɒp,,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺； a. 最高的, 顶上的, 头等的",,cet4,,topped|topping|tops,678,,
goal,gәul,,"n. 目标, 终点, 得分, 球门, 守门员； vi. 攻门, 射门得分",,cet4,,goals,681,,
author,'ɒ:θә,,"n. 作家, 作家的著作, 创始人； [法] 作者, 著作人, 本人",,cet4,,authored|authoring|authors,685,,
represent,.repri'zent,,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演； vi. 提出异议",,cet4,,represented|representing|represents,687,,
focus,'fәukәs,,"n. 焦点, 焦距； vi. 聚焦, 注视",,cet4,,foci|focused|focuses|focusing,688,,
drop,drɒp,,"n. 滴, 微量, 落下, 空投； vi. 放下, 掉下, 下降",,cet4,,dropped|dropping|drops,690,,
blood,blʌd,,"n. 血, 血统, 流血, 气质, 生命； vt. 使出血, 用血涂",,cet4,,blooded|blooding|bloods,692,,
upon,ә'pɒn,,"prep. 在...之上, 迫近, 紧接着",,cet4,,,693,,
nature,'neitʃә,,"n. 自然, 大自然, 本性, 性格, 性质； [医] 自然, 大自然; 本性, 性能",,cet4,,natures,696,,
color,'kʌlә,,"n. 颜色, 面色, 颜料, 外貌； vt. 把...涂上颜色, 粉饰, 使脸红, 歪曲",,cet4,,colored|coloring|colors,697,,
recently,'ri:sntli,,adv. 最近,,cet4,,,699,,
reduce,ri'dju:s,,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳； vi. 减少, 减肥, 缩小",,cet4,,reduced|reduces|reducing,701,,
movement,'mu:vmәnt,,"n. 运动, 动作, 运转, 移动, 倾向, 变化, 活动, 乐章； [医] 运动",,cet4,,movements,707,,
enter,'entә,,"vt. 进入, 参加, 开始, 输入, 回车； vi. 进去, 参加",,cet4,,entered|entering|enters,709,,
common,'kɒmәn,,"a. 通常的, 共同的, 通俗的, 公共的； [计] 公用块",,cet4,,,710,,
share,ʃєә,,"n. 部分, 参与, 一份, 参股, 份额； vt. 均分, 分担, 分享, 分配, 共有",,cet4,,shared|shares|sharing,711,,
natural,'nætʃәrәl,,"n. 白痴； a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",,cet4,,,715,,
race,reis,,"n. 种族, 人种, 赛跑, 比赛, 急流, 人类, 同道, 姜根； vi. 赛跑, 竞赛, 疾走",,cet4,,raced|races|racing,716,,
series,'siәri:z,,"n. 串联, 序列, 连续, 系列, 丛书, 套, 级数, 组； [计] 系列",,cet4,,,718,,
rise,raiz,,"n. 上升, 增加, 上涨, 高地, 升高, 出现； vi. 升起, 起身, 起立, 上升, 上涨, 增长, 高耸, 起义, 浮现",,cet4,,risen|rises|rising|rose,727,,
decade,'dekeid,,"n. 十年, 十",,cet4,,decades,730,,
article,'ɑ:tikl,,"n. 文章, 冠词, 物品, 物件, 条款, 契约； [计] 信件",,cet4,,articled|articles|articling,731,,
shoot,ʃu:t,,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费； vt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射",,cet4,,shooting|shoots|shot,732,,
save,seiv,,"n. 救球； vt. 解救, 挽救, 储蓄, 保存, 节省, 保留",,cet4,,saved|saves|saving,735,,
scene,si:n,,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色； [化] 现场",,cet4,,scenes,738,,
stock,stɒk,,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目； a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的",,cet4,,stocked|stocking|stocks,740,,
despite,di'spait,,"n. 轻视, 憎恨； prep. 虽然, 尽管",,cet4,,,742,,
central,'sentrәl,,"a. 中央的, 重要的； [医] 中央的, 中心的, 中枢的",,cet4,,,743,,
thus,ðʌs,,"adv. 如此, 因此, 到如此程度； [医] 乳香",,cet4,,,744,,
beyond,bi'jɒnd,,"prep. 超过, 在那一边, 迟于； adv. 在远处",,cet4,,,746,,
exactly,i^'zæktli,,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",,cet4,,,748,,
protect,prә'tekt,,"vt. 防卫, 保护, 警戒； [法] 庇护, 保护, 警戒",,cet4,,protected|protecting|protects,749,,
approach,ә'prәutʃ,,"n. 接近, 入门； vt. 接近, 近似, 找...商量",,cet4,,approached|approaches|approaching,750,,
fund,fʌnd,,"n. 基金, 资金, 存款, 财源, 贮藏； vt. 提供资金, 积累",,cet4,,funded|funding|funds,754,,
media,'mi:diә,,n. 媒体； [计] 媒质,,cet4,,,757,,
sign,sain,,"n. 符号, 招牌, 征兆, 正负号, 手势； vt. 签名, 打手势表达",,cet4,,signed|signing|signs,759,,
thought,θɒ:t,,"n. 想法, 思想, 思维, 关心, 挂念； think的过去式和过去分词",,cet4,,pd|think|thoughts,760,,
list,list,,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单； vt. 列出, 列于表上, 记入名单内, 装布条",,cet4,,listed|listing|lists,761,,
resource,ri'sɒ:s,,"n. 资源, 财力, 办法, 策略, 急智, 消遣； [计] 资源",,cet4,,resourced|resources|resourcing,769,,
prepare,pri'pєә,,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制； vi. 预备",,cet4,,prepared|prepares|preparing,774,,
disease,di'zi:z,,"n. 疾病, 弊病； [医] [疾]病",,cet4,,diseases,775,,
whatever,hwɒt'evә,,pron. 无论什么,,cet4,,,776,,
recognize,'rekәgnaiz,,"vt. 认出, 认可, 承认, 公认, 识别, 赏识； vi. 承认, 具结",,cet4,,recognized|recognizes|recognizing,779,,
amount,ә'maunt,,"n. 总数, 总额； vi. 总计, 等同",,cet4,,amounted|amounting|amounts,782,,
ability,ә'biliti,,"n. 能力, 才干； [经] 能力, 才能",,cet4,,abilities,783,,
staff,stɑ:f,,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖； a. 职员的, 雇员的, 参谋的",,cet4,,staffed|staffing|staffs,784,,
indicate,'indikeit,,"vt. 显示, 象征, 指示, 指出； [医] 指示",,cet4,,indicated|indicates|indicating,785,,
growth,grәuθ,,"n. 生长, 栽培, 增长； [计] 等比级数",,cet4,,growths,787,,
loss,lɒs,,"n. 损失, 遗失, 失败, 输, 错过, 伤亡； [化] 损失; 损耗",,cet4,,losses,788,,
wonder,'wʌndә,,"n. 奇迹, 惊奇, 惊愕； vt. 惊奇, 想知道",,cet4,,wondered|wondering|wonders,790,,
attack,ә'tæk,,"n. 攻击, 抨击； vt. 攻击, 抨击, 动手干",,cet4,,attacked|attacking|attacks,791,,
region,'ri:dʒәn,,"n. 区域, 地带, 地区, 领域, 范围, 区； [计] 区, 区域",,cet4,,regions,793,,
training,'treiniŋ,,"n. 训练, 培养； [医] 训练",,cet4,,i|training,796,,
pretty,'priti,,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的； adv. 相当, 颇",,cet4,,prettier|prettiest,797,,
trade,treid,,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风； vi. 进行交易, 做买卖, 经商, 对换, 购物",,cet4,,traded|trades|trading,800,,
election,i'lekʃәn,,"n. 选举, 当选, 选择权； [法] 选举, 当选",,cet4,,elections,801,,
lay,lei,,"vt. 放置, 产, 铺设, 布置, 提出, 平息； vi. 下蛋, 打赌",,cet4,,laid|laying|lays|lie|p,803,,
general,'dʒenәrәl,,"n. 一般, 将军, 大体； a. 全面的, 大体的, 总的, 一般的, 普遍的",,cet4,,generals,804,,
feeling,'fi:liŋ,,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情； a. 有同情心的, 有感觉的, 仁慈的, 动人的",,cet4,,feel|feeling|feelings|i,805,,
message,'mesidʒ,,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词； vt. 通知",,cet4,,messaged|messages|messaging,807,,
analysis,ә'nælәsis,,n. 分析； [计] 分析机; 分析员; 分析; 分析程序,,cet4,,analyses,811,,
sex,seks,,"n. 性别, 性欲； vt. 区别...的性别, 引起...的性欲",,cet4,,sexed|sexes|sexing,814,,
lawyer,'lɒ:jә,,n. 律师； [经] 律师,,cet4,,lawyers,816,,
skill,'skil,,"n. 技术, 技巧, 技能, 熟练, 熟练工人； [化] 技能",,cet4,,skills,821,,
professor,prә'fesә,,n. 教授,,cet4,,professors,825,,
financial,fai'nænʃәl,,"a. 财政的, 金融的； [经] 财政的, 金融的, 财务的",,cet4,,,827,,
crime,kraim,,"n. 犯罪, 罪行, 罪恶； [法] 犯罪, 罪, 罪恶",,cet4,,crimes,828,,
stage,steidʒ,,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架； vt. 上演, 表演, 筹划",,cet4,,staged|stages|staging,829,,
authority,ɒ:'θɒriti,,"n. 权力, 当权者, 当局, 权威, 专家； [经] 代理权, 授权, 权威",,cet4,,authorities,832,,
design,di'zain,,"n. 设计, 图样, 方案, 企图； v. 设计, 计划",,cet4,,designed|designing|designs,834,,
sort,sɒ:t,,"n. 种类, 方式, 品质, 态度, 举止； vt. 分类, 排序, 挑选",,cet4,,sorted|sorting|sorts,835,,
act,ækt,,"n. 行动, 行为, 幕, 法案； vi. 行动, 表演, 假装, 见效, 表现, 担当",,cet4,,acted|acting|acts,837,,
knowledge,'nɒlidʒ,,"n. 知识, 学问, 认识, 知道",,cet4,,knowledges,839,,
gun,gʌn,,n. 枪； [医] 枪,,cet4,,gunned|gunning|guns,840,,
strategy,'strætidʒi,,"n. 战略, 策略； [经] 战略, 策略",,cet4,,strategies,844,,
clearly,'kliәli,,adv. 清楚地,,cet4,,,846,,
indeed,in'di:d,,"adv. 的确, 实在, 真正地, 甚至",,cet4,,,848,,
truth,tru:θ,,"n. 事实, 实情； [法] 真实, 真相, 事实",,cet4,,truths,850,,
democratic,.demә'krætik,,"a. 民主的； [法] 民主的, 民主政体的, 平民的",,cet4,,,853,,
environment,in'vairәnmәnt,,"n. 环境, 外界, 围绕； [计] 环境",,cet4,,environments,855,,
rather,'ræðә,,"adv. 宁可, 稍微, 相当",,cet4,,,860,,
prove,pru:v,,"vt. 证明, 查验, 检验, 勘探, 显示； vi. 证明是",,cet4,,proved|proves|proving,866,,
hang,hæŋ,,"n. 悬挂, 诀窍, 意义； vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决",,cet4,,hanging|hangs|hung,867,,
entire,in'taiә,,"n. 整个, 全部； a. 全体的, 完全的, 全部的",,cet4,,,868,,
rock,rɒk,,"n. 岩石, 岩礁, 石头, 基石, 暗礁, 摇动, 摇滚乐； vt. 摇摆, 摇动, 使摇晃, 使动摇",,cet4,,rocked|rocking|rocks,869,,
remove,ri'mu:v,,"vt. 移动, 调动, 除去, 迁移, 开除, 移交； vi. 迁移, 移动, 搬家",,cet4,,removed|removes|removing,876,,
network,'netwә:k,,"n. 网络, 广播网, 网状物； [计] 网络",,cet4,,networked|networking|networks,882,,
legal,'li:gәl,,"a. 法律的, 法定的, 合法的； [经] 法定权利; 法律(上)的, 合法的",,cet4,,,883,,
religious,ri'lidʒәs,,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的； n. 修道士, 出家人",,cet4,,,884,,
cold,kәuld,,"n. 感冒, 寒冷； a. 寒冷的, 冷淡的, 冷静的",,cet4,,colder|coldest|colds,885,,
final,'fainl,,"n. 期末考试, 结局, 决赛； a. 最后的, 终极的, 决定性的",,cet4,,finals,887,,
main,mein,,"n. 主要部分, 干线, 体力, 力量, 主群组； a. 主要的, 重要的, 全力的",,cet4,,,888,,
cell,sel,,"n. 单元, 细胞, 电池； [计] 单元",,cet4,,cells,895,,
trial,'traiәl,,"n. 审判, 试验, 艰苦, 麻烦事, 考验； a. 审讯的, 试验性的",,cet4,,trialled|trials,898,,
expert,'ekspә:t,,"n. 专家, 行家； a. 老练的, 内行的, 专门的",,cet4,,experts,899,,
firm,fә:m,,"n. 公司, 商号； a. 坚定的, 坚强的, 牢固的, 结实的, 坚硬的, 坚挺的, 严格的, 确定的",,cet4,,firmed|firmer|firming|firms,902,,
management,'mænidʒmәnt,,"n. 经营, 支配, 管理； [化] 管理处",,cet4,,managements,906,,
avoid,ә'vɒid,,"vt. 避免, 防止, 撤消； [法] 避免, 回避, 躲开",,cet4,,avoided|avoiding|avoids,908,,
imagine,i'mædʒin,,"vt. 想像, 设想, 猜测； vi. 想像起来",,cet4,,imagined|imagines|imagining,909,,
huge,hju:dʒ,,"a. 极大的, 巨大的, 无限的",,cet4,,,911,,
theory,'θiәri,,"n. 理论, 学说, 原理, 意见, 推测； [化] 理论",,cet4,,theories,918,,
impact,'impækt,,"n. 冲击, 冲突, 影响, 效果； vt. 挤入, 撞击, 压紧, 对...发生影响",,cet4,,impacted|impacting|impacts,919,,
respond,ri'spɒnd,,"vt. 以...回答； vi. 回答, 响应, 回报, 有反应, 承担责任",,cet4,,responded|responding|responds,920,,
onto,'ɒntu:,,prep. 在...之上,,cet4,,ontos,926,,
direction,di'rekʃәn,,"n. 方向, 指导, 趋势； [计] 方向; 流向",,cet4,,directions,928,,
weapon,'wepәn,,"n. 武器, 兵器； vt. 武装",,cet4,,weapons,929,,
employee,.emplɒi'i:,,"n. 职员, 员工, 受雇人员； [化] 职工; 雇员",,cet4,,employees,930,,
contain,kәn'tein,,"vt. 包含, 容纳, 控制； vi. 自制",,cet4,,contained|containing|contains,931,,
peace,pi:s,,"n. 和平, 和约, 治安, 和睦, 安宁, 静寂； vi. 安静下来, 不作声",,cet4,,,933,,
pain,pein,,"n. 痛苦, 疼痛, 辛苦； vt. 使痛苦, 痛苦",,cet4,,pained|paining|pains,937,,
shake,ʃeik,,"n. 摇动, 震动； vt. 摇动, 动摇, 使震动, 挥舞",,cet4,,shaken|shakes|shaking|shook,942,,
interview,'intәvju:,,"n. 面谈, 访问, 接见, 面试； vt. 接见, 对...进行面谈(试)",,cet4,,interviewed|interviewing|interviews,944,,
manage,'mænidʒ,,"vi. 处理； vt. 管理, 控制, 维持, 达成, 经营, 运用",,cet4,,managed|manages|managing,945,,
camera,'kæmәrә,,"n. 照相机, 摄影机, 密谈室, 暗箱； [计] 摄影",,cet4,,cameras,949,,
politics,'pɒlitiks,,"n. 政治, 政治学, 政见, 政治活动； [法] 政治, 政治学, 政纲",,cet4,,,951,,
perform,pә'fɒ:m,,"vt. 进行, 履行, 完成, 执行, 表演； vi. 行动, 工作, 执行, 演出",,cet4,,performed|performing|performs,953,,
suddenly,'sʌdәnli,,"adv. 突然, 意外, 忽然, 迅速, 即席作成, 即刻, 急速",,cet4,,,955,,
discover,dis'kʌvә,,"vt. 发现, 找到, 暴露； vi. 发现",,cet4,,discovered|discovering|discovers,956,,
candidate,'kændideit,,"n. 候选人, 投考者； [法] 候选, 候补者",,cet4,,candidates,957,,
production,prә'dʌkʃәn,,"n. 制造, 生产, 产物； [医] 产生, 生成",,cet4,,productions,959,,
treat,tri:t,,"n. 宴请, 款待； vt. 视为, 对待, 论述, 治疗, 款待",,cet4,,treated|treating|treats,960,,
inside,'in'said,,"n. 内部, 内脏, 内幕； a. 内部的, 秘密的, 户内的",,cet4,,insides,964,,
conference,'kɒnfәrәns,,"n. 会议； [经] 会议, 讨论会, 协商会",,cet4,,conferences,965,,
unit,'ju:nit,,"n. 单位, 分队, 部队, 单元, 部件, 装置； a. 单位的, 单元的",,cet4,,units,966,,
style,stail,,"n. 风格, 时尚, 文体, 风度, 字体, 类型； vt. 称呼, (根据新款式)设计, 使合潮流",,cet4,,styled|styles|styling,968,,
adult,'ædʌlt,,"n. 成人, 成虫； a. 成年的, 成熟的",,cet4,,adults,969,,
range,'reindʒ,,"n. 排, 行, 山脉, 范围, 行列, 射程； vt. 排列, 归类于, 使并列, 放牧",,cet4,,ranged|ranges|ranging,972,,
edge,edʒ,,"n. 边缘, 尖锐, 刀刃, 优势； vt. 使锐利, 挤进, 镶边",,cet4,,edged|edges|edging,977,,
writer,'raitә,,"n. 作家, 撰稿者, 抄写员； [化] 记录器",,cet4,,writers,980,,
throughout,θru:'aut,,"adv. 到处, 贯穿全部地, 自始至终； prep. 遍及, 在各处",,cet4,,,983,,
challenge,'tʃælindʒ,,"n. 挑战, 盘问； vt. 向...挑战, 要求, 怀疑",,cet4,,challenged|challenges|challenging,984,,
fear,fiә,,"n. 恐怖, 害怕, 担心； v. 害怕, 恐惧, 为...担心, 敬畏",,cet4,,feared|fearing|fears,985,,
shoulder,'ʃәuldә,,"n. 肩, 肩膀, 衣肩； vt. 肩负, 负担, 担任",,cet4,,shouldered|shouldering|shoulders,986,,
dream,dri:m,,"n. 梦, 空想, 愿望； v. 做梦, 想象, 梦想",,cet4,,dreamed|dreaming|dreams,990,,
bar,bɑ:,,"n. 条, 棒, 酒吧, 栅, 障碍物； vt. 禁止, 阻挡, 妨碍",,cet4,,barred|barring|bars,991,,
improve,im'pru:v,,"vt. 改良, 提高...的价值, 改善, 利用； vi. 变得更好, 增加",,cet4,,improved|improves|improving,995,,
stuff,stʌf,,"n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话； vt. 装填",,cet4,,stuffed|stuffing|stuffs,996,,
detail,'di:teil,,"n. 细节, 详情； vt. 详述, 选派",,cet4,,detailed|detailing|details,997,,
magazine,.mægә'zi:n,,"n. 杂志, 仓库, 弹盒, 胶卷盒； [计] 卡片箱, 介质装卸程序",,cet4,,magazines,1001,,
reflect,ri'flekt,,"vt. 反射, 反映, 招致, 深思； vi. 被反射, 映出, 深思, 考虑, 指责",,cet4,,reflected|reflecting|reflects,1004,,
sexual,'sekʃuәl,,"a. 性的, 性别的； [医] 性的; 性欲的",,cet4,,,1006,,
heat,hi:t,,"n. 热, 热度, 体温, 高潮； vi. 加热, 激昂, 加剧",,cet4,,heated|heating|heats,1009,,
marriage,'mæridʒ,,"n. 婚姻, 结婚, 婚礼, 合并； [医] 婚姻, 结婚",,cet4,,marriages,1011,,
tough,tʌf,,"n. 恶棍； a. 强硬的, 艰苦的, 坚固的, 坚韧的, 粗暴的, 咬不动的",,cet4,,tougher|toughest|toughs,1012,,
purpose,'pә:pәs,,"n. 目的, 意向, 决心, 用途, 效果, 论题； vt. 意欲, 企图, 计划",,cet4,,purposed|purposes|purposing,1014,,
pattern,'pætәn,,"n. 模范, 典型, 式样, 样品, 图案, 格调, 模式； vt. 模仿, 仿造, 以图案装饰",,cet4,,patterned|patterning|patterns,1017,,
skin,skin,,"n. 皮肤, 皮； vt. 剥皮, 在...植皮",,cet4,,skinned|skinning|skins,1019,,
owner,'әunә,,"n. 拥有者, 物主, 所有人； [经] 所有者, 物主, 业主",,cet4,,owners,1021,,
gas,gæs,,"n. 气体, 汽油, 瓦斯； [化] 气体; 煤气; 瓦斯; 毒气",,cet4,,gases|gassed|gasses|gassing,1023,,
commercial,kә'mә:ʃәl,,"a. 商业的, 商用的, 商品化的； n. 商业广告节目",,cet4,,commercials,1027,,
address,ә'dres,,"n. 住址, 演说, 举止, 灵巧, 求爱； vt. 发表(演说或讲话), 对付, 写地址",,cet4,,addressed|addresses|addressing,1028,,
cancer,'kænsә,,"n. 癌, 恶性肿瘤； [医] 癌",,cet4,,cancers,1029,,
item,'aitәm,,"n. 项目, 条款, 一则, 项； [计] 项",,cet4,,items,1031,,
reality,ri'æliti,,"n. 实在, 事实, 实体, 逼真； [法] 现实, 实在存在的事物, 实在性",,cet4,,realities,1032,,
coach,kәutʃ,,"n. 四轮大马车, 教练； vt. 训练, 指导",,cet4,,coached|coaches|coaching,1033,,
yard,jɑ:d,,"n. 码, 庭院, 工场； [化] 堆置场",,cet4,,yards,1035,,
violence,'vaiәlәns,,"n. 猛烈, 暴力, 暴虐, 暴行； [法] 暴行, 暴力, 暴乱",,cet4,,,1037,,
total,'tәutl,,"a. 全体的, 总的, 全然的； vt. 计算...的总和, 共计为",,cet4,,totalled|totalling|totals,1038,,
tend,tend,,"vi. 走向, 有某种的倾向, 易于, 照顾, 注意； vt. 照料, 护理",,cet4,,tended|tending|tends,1039,,
investment,in'vestmәnt,,"n. 投资； [医] 包埋料, 围模料, 包埋法, 围模法",,cet4,,investments,1040,,
discussion,dis'kʌʃәn,,n. 讨论,,cet4,,discussions,1041,,
finger,'fiŋgә,,"n. 手指, 指状物, (手套的)手指部分, 指针； v. 用手指拨弄, 伸出",,cet4,,fingered|fingering|fingers,1042,,
collection,kә'lekʃәn,,"n. 收集, 采集, (一批)收藏品, 募捐； [医] 收集; 收集品, 标本",,cet4,,collections,1045,,
