term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
issue,'isju,,"n. 发行, 问题, 后果, 流出, 出口, 争端； vi. 发行, 流出, 造成...结果, 传下",,ky,,issued|issues|issuing,248,,
power,'pauә,,"n. 力, 体力, 力量, 势力, 动力, 权力, 强国, 乘方, 强度, 幂, 功率； vt. 使...有力量, 供以动力, 激励",,ky,,powered|powering|powers,271,,
line,lain,,"n. 列, 线, 绳, 电线, 线路, 路线, 航线, 作业线, 界线, 战线, 外形, 排, 家系； vt. 排成一行, 顺...排列, 划线于, 加衬里, 使有线条, 使起皱纹",,ky,,lined|lines|lining,276,,
political,pә'litikl,,"a. 政治的, 政治上的, 政党的, 从事政治的； [法] 政治的, 政治上的, 党派政治的",,ky,,,277,,
lose,lu:z,,"vt. 遗失, 损失, 丢失, 使失去, 错过, 浪费, 迷失, 使迷路, 输去, 使沉溺于； vi. 受损失, 失败",,ky,,loses|losing|lost,283,,
however,hau'evә,,"adv. 然而, 无论如何, 究竟怎样； conj. 然而, 可是",,ky,,,284,,
law,lɒ:,,"n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼； v. 起诉",,ky,,laws,287,,
continue,kәn'tinju:,,"vi. 继续, 延续, 延长； vt. 使继续, 使延长",,ky,,continued|continues|continuing,293,,
later,'leitә,,"adv. 以后, 随后",,ky,,late|r,295,,
least,li:st,,"n. 最少, 最小, 最小限度； a. 最少的, 最小的",,ky,,,302,,
president,'prezidәnt,,"n. 总统, 总裁, 董事长, (学院)院长, (大学)校长, 主管人, 主持人； [经] 总经理, 董事长, 总裁",,ky,,presidents,303,,
real,'riәl,,"a. 真的, 真实的, 实际的, 实在的, 不动(产)的, 实数的； n. 实数, 现实",,ky,,,305,,
team,ti:m,,"n. 队, 组； vt. 把马(牛)套在同一辆车上, 把...编成一组",,ky,,teamed|teaming|teams,307,,
kid,kid,,"n. 小山羊, 小山羊肉, 小孩, 欺骗； a. 小山羊皮制的",,ky,,kidded|kidding|kids,312,,
lead,li:d. led,,"n. 铅, 铅条, 领导, 超前量, 领引, 榜样, 主角, 导线； vt. 引导, 带领, 领导, 指挥, 致使, 加铅于, 用铅包",,ky,,d|lead|leading|leads|led,318,,
follow,'fɒlәu,,"vt. 跟随, 沿行, 遵循, 追求； vi. 跟随, 接着",,ky,,followed|following|follows,325,,
create,kri:'eit,,"vt. 创造, 建造, 引起, 任命",,ky,,created|creates|creating,332,,
public,'pʌblik,,"n. 公众, 民众； a. 公众的, 公共的, 公立的, 公用的",,ky,,,333,,
level,'levl,,"n. 水平, 水准, 平地； a. 同高的, 平坦的, 齐平的, 水平的",,ky,,levelled|levelling|levels,338,,
allow,ә'lau,,"vt. 允许, 同意给予, 承认； vi. 容许, 猜想",,ky,,allowed|allowing|allows,339,,
add,æd,,"vt. 增加, 添加, 附带说明, 计算...总和； vi. 做加法, 积累而成, 增添",,ky,,added|adding|adds,340,,
art,ɑ:t,,"n. 艺术, 人文科学, 技术, 巧妙, 诡计, 美术； [计] 实际保持时间, 特许权和资源表, 平均检索时间, 平均运行时间",,ky,,arts,346,,
war,wɒ:,,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争； vi. 进行战争, 作战, 打仗, 战斗",,ky,,warred|warring|wars,349,,
history,'histәri,,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录； [计] 历史记录",,ky,,histories,350,,
within,wi'ðin,,"n. 内部, 里头； adv. 在内部, 在内心里",,ky,,,352,,
win,win,,"vt. 赢得, 打胜, 成功； vi. 获胜, 达到, 影响",,ky,,winning|wins|won,361,,
research,ri'sә:tʃ,,"n. 研究, 调查, 考察； vi. 研究, 调查",,ky,,researched|researches|researching,362,,
guy,gai,,"n. 家伙, 支索； vt. 用支索撑住, 取笑, 嘲弄",,ky,,guyed|guying|guys,364,,
force,fɒ:s,,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力； vt. 强迫, 强夺, 推动, 提高",,ky,,forced|forces|forcing,372,,
offer,'ɒfә,,"n. 给予(物), 出价, 提议, 意图, 报价； vt. 提供, 出价, 奉献, 试图, 使出现, 演出",,ky,,offered|offering|offers,373,,
education,.edju'keiʃәn,,"n. 教育, 训练, 教育学； [医] 教育, 训练",,ky,,,376,,
although,ɒ:l'ðou,,"conj. 虽然, 尽管",,ky,,,378,,
toward,tә'wɒ:d,,"prep. 向, 对于, 为了； a. 即将来临的, 进行中的",,ky,,,384,,
policy,'pɒlisi,,"n. 政策, 方针, 策略, 保险单； [医] 凭单, 保险单",,ky,,policies,388,,
process,'prɒses,,"n. 程序, 进行, 过程； vt. 加工, 使...接受处理, 对...处置, 对...起诉",,ky,,processed|processes|processing,391,,
appear,ә'piә,,"vi. 出现, 显得, 来到； [法] 出庭, 到案, 出现",,ky,,appeared|appearing|appears,395,,
human,'hju:mәn,,"n. 人, 人类； a. 人类的, 似人类的, 人性的, 有同情心的",,ky,,humans,399,,
nation,'neiʃәn,,"n. 国家, 民族； [法] 民族, 国家",,ky,,nations,412,,
interest,'intrist,,"n. 兴趣, 嗜好, 利息, 利益, 爱好, 趣味, 势力； vt. 使感兴趣, 与...有关系",,ky,,interested|interesting|interests,416,,
death,deθ,,n. 死亡； [医] 死亡,,ky,,deaths,417,,
experience,ik'spiәriәns,,"n. 经历, 经验, 体验； vt. 经历, 经验, 体验",,ky,,experienced|experiences|experiencing,420,,
reach,ri:tʃ,,"n. 伸出, 延伸, 区域, 范围, 流域, 岬； vt. 到达, 达到, 伸出, 延伸, 影响",,ky,,reached|reaches|reaching,422,,
local,'lәukәl,,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的； n. 当地居民, 本地新闻, 局部",,ky,,locals,423,,
kill,kil,,"n. 杀, 杀戮, 小河； vt. 杀, 破坏, 消灭, 使终止, 抵消, 否决",,ky,,killed|killing|kills,425,,
control,kәn'trәul,,"n. 控制, 管理, 克制, 控制器, 操纵装置； vt. 控制, 操纵, 抑制",,ky,,controlled|controlling|controls,432,,
perhaps,pә'hæps,,"adv. 也许, 大概",,ky,,,435,,
major,'meidʒә,,"n. 主修课, 成年人, 陆军少校； a. 主要的, 较多的, 大部分的, 成年的, 严重的",,ky,,majored|majoring|majors,444,,
role,rәul,,"n. 角色, 职责, 任务； [医] 作用, 功用",,ky,,roles,451,,
economic,.i:kә'nɒmik,,"a. 经济上的, 实用的, 节省的； [经] 经济的",,ky,,,453,,
drug,drʌg,,"n. 药, 麻药, 麻醉药； vi. 吸毒",,ky,,drugged|drugging|drugs,461,,
voice,vɒis,,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态； vt. 表达, 吐露, 调音",,ky,,voiced|voices|voicing,465,,
whole,hәul,,"n. 全部, 全体, 整体, 完全之体系； a. 所有的, 完整的, 完全的, 纯粹的",,ky,,wholes,467,,
police,pә'li:s,,"n. 警察, 警察当局, 治安； vt. 维持治安, 管辖",,ky,,police|policed|polices|policing|s,468,,
finally,'fainәli,,"adv. 最后, 终于",,ky,,,470,,
less,les,,"n. 较少, 较小； a. 少的, 小的",,ky,,,477,,
decision,di'siʒәn,,"n. 决定, 决心, 决断； [计] 判定",,ky,,decisions,479,,
explain,ik'splein,,"v. 解释, 说明",,ky,,explained|explaining|explains,480,,
view,vju:,,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象； vt. 看, 考虑, 视察, 查看, 估量",,ky,,viewed|viewing|views,485,,
relationship,ri'leiʃәnʃip,,"n. 关系, 关联； [医] 关系",,ky,,relationships,486,,
difference,'difәrәns,,"n. 不同, 差异； [计] 差分",,ky,,differences,496,,
tax,tæks,,"n. 税, 税款, 重负, 会费； vt. 课以税, 使负重荷, 斥责",,ky,,taxed|taxes|taxing,509,,
director,di'rektә,,"n. 主管, 导演, 董事； [计] 寻向偶极子; 指挥仪",,ky,,directors,510,,
especially,i'speʃәli,,"adv. 尤其, 特别, 格外",,ky,,,515,,
record,ri'kɒ:d,,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片； vt. 记录, 记载, 标明, 将...录音",,ky,,recorded|recording|records,516,,
space,speis,,"n. 位置, 空间, 距离, 太空, 空白, 间隔, (期刊等的)篇幅； vt. 隔开, 分隔",,ky,,spaced|spaces|spacing,521,,
event,i'vent,,"n. 事件, 结果, 事情的进程, 竞赛项目； [计] 事件",,ky,,events,525,,
official,ә'fiʃәl,,"n. 官员, 公务员, 职员； a. 公务的, 官方的, 正式的",,ky,,officials,526,,
couple,'kʌpl,,"n. 对, 夫妇, 数个； vt. 使成双, 连接, 使成婚, 把...联系起来",,ky,,coupled|couples|coupling,531,,
site,sait,,"n. 位置, 场所, 地点； vt. 给...择址",,ky,,sited|sites|siting,532,,
project,'prɒdʒekt,,"n. 计划, 设计, 事业； vt. 计划, 设计, 投掷, 发射, 使凸出, 放映",,ky,,projected|projecting|projects,534,,
hit,hit,,"n. 打击, 打, 冲撞, 讽刺； vt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上",,ky,,hit|hits|hitting|pd,535,,
base,beis,,"n. 底部, 垒, 基础, 基地； vt. 以...作基础",,ky,,based|baser|bases|basing,536,,
activity,æk'tiviti,,"n. 活动, 行动, 活跃, 活力； [计] 活动",,ky,,activities,537,,
court,kɒ:t,,"n. 法院, 庭院, 奉承； vt. 献殷勤, 追求, 招致",,ky,,courted|courting|courts,541,,
produce,prә'dju:s,,"n. 生产品, 物产, 后代； vt. 产生, 生产, 提出, 出示",,ky,,produced|produces|producing,542,,
oil,ɒil,,"n. 油, 石油, 油画颜料； vt. 涂油于, 使融化成油状, 加油于",,ky,,oiled|oiling|oils,546,,
situation,.sitju'eiʃәn,,"n. 情形, 境遇, 位置； [医] 情境, 处境",,ky,,situations,548,,
industry,'indәstri,,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动； [经] 工业, 实业",,ky,,industries,551,,
figure,'figә,,"n. 数字, 价格, 图形, 形状； vt. 描绘, 表示, 演算, 认为",,ky,,figured|figures|figuring,552,,
image,'imidʒ,,"n. 影像, 肖像, 想象, 图像, 形象, 翻版； vt. 作...的像, 反映, 想象, 象征",,ky,,imaged|images|imaging,555,,
phone,fәun,,"n. 电话, 受话器, 耳机； vt. 打电话给",,ky,,phoned|phones|phoning,557,,
data,'deitә,,"pl. 资料, 数据； [计] 数据; DOS内部命令:用于显示或设定系统的日期",,ky,,,559,,
recent,'ri:snt,,"a. 最近的, 近代的, 最新的； [经] 最近的, 新进的",,ky,,,567,,
product,'prɒdʌkt,,"n. 产品, 结果, 乘积； [化] 生产物",,ky,,products,569,,
test,test,,"n. 测试, 试验, 化验, 检验, 考验, 甲壳； vt. 测试, 试验, 化验",,ky,,tested|testing|tests,575,,
movie,'mu:vi,,n. 电影,,ky,,movies,576,,
personal,'pә:snl,,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的； [医] 人的; 个人的, 自身的",,ky,,,580,,
step,step,,"n. 步骤, 步, 步幅, 脚步声, 踏级, 步伐, 短距离, 步态, 手段, 等级； vt. 踏, 以步测量, 跨步, 使成阶梯状",,ky,,stepped|stepping|steps,587,,
republican,ri'pʌblikәn,,"n. 共和主义者, 共和党员； a. 共和政体的, 共和国的, 共和主义的",,ky,,republicans,594,,
organization,.ɒ:gәnai'zeiʃәn,,"n. 组织, 结构, 团体, 体制； [医] 组织, 机构, 机化(血栓或坏死组织)",,ky,,organizations,595,,
choose,tʃu:z,,"vt. 选择, 宁愿, 欲； vi. 作出选择, 愿意",,ky,,chooses|choosing|chose|chosen,600,,
cause,kɒ:z,,"n. 原因, 目标； vt. 引起, 使产生, 使遭受",,ky,,caused|causes|causing,601,,
evidence,'evidәns,,"n. 根据, 证据, 迹象； [经] 证据, 凭证",,ky,,evidenced|evidences|evidencing,606,,
billion,'biljәn,,"num. 十亿, 十亿个",,ky,,,612,,
chance,tʃæns. tʃɑ:ns,,"n. 机会, 意外, 可能性； vi. 偶然发生",,ky,,chanced|chances|chancing,613,,
likely,'laikli,,"a. 有可能的, 合适的, 前途有望的； adv. 或许, 可能",,ky,,likeliest,624,,
opportunity,.ɒpә'tju:niti,,"n. 机会, 时机",,ky,,opportunities,625,,
term,tә:m,,"n. 术语, 专有名词, 期限, 学期, 任期, 条件, 价钱, 关系, 地位, 项, 界石； vt. 称, 呼",,ky,,termed|terming|terms,626,,
condition,kәn'diʃәn,,"n. 情况, 条件； vt. 使健康, 以...为条件, 决定, 使适应",,ky,,conditioned|conditioning|conditions,629,,
choice,tʃɒis,,"n. 选择, 精选品, 选择权； a. 精选的, 挑三拣四的, 上等的",,ky,,choices,630,,
rule,ru:l,,"n. 规则, 统治, 控制, 支配, 规律, 标准, 章程, 破折号, 铅线； vt. 规定, 统治, 管理, 控制, 支配, 裁决",,ky,,ruled|rules|ruling,633,,
administration,әd.mini'streiʃәn,,"n. 行政, 管理, 政府机关； [化] 给药",,ky,,administrations,635,,
material,mә'tiәriәl,,"n. 材料, 物资, 素材, 布料, 资料； a. 物质的, 肉体的, 重要的",,ky,,materials,641,,
economy,i'kɒnәmi,,"n. 经济, 理财, 节约； [医] 经济, 整体",,ky,,economies,645,,
church,tʃә:tʃ,,"n. 教堂, 礼拜, 教会； vt. 使人接受宗教仪式",,ky,,churched|churches|churching,648,,
risk,risk,,"n. 冒险, 危险, 保险额； vt. 冒...的危险, 冒险干",,ky,,risked|risking|risks,650,,
anyone,'eniwʌn,,pron. 任何人,,ky,,,659,,
security,si'kjuriti,,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金； [计] 安全性, 保密性, 安全检查程序",,ky,,securities,661,,
board,bɒ:d,,"n. 木板, 甲板, 膳食, 会议桌； vt. 乘船, 供膳食, 用板覆盖",,ky,,boarded|boarding|boards,667,,
seek,si:k,,"vt. 寻求, 寻找, 探索, 追求, 搜索, 请求； vi. 寻找, 搜索",,ky,,seeking|seeks|sought,668,,
officer,'ɒfisә,,"n. 军官, 主管, 官员, 公务员； vt. 指挥",,ky,,officered|officering|officers,671,,
deal,di:l,,"n. 交易, 协定, 数量, 买卖, 松木板； vi. 处理, 应付, 做生意",,ky,,dealing|deals|dealt,674,,
fight,fait,,"n. 打架, 争吵, 斗志； v. 对抗, 打架",,ky,,fighting|fights|fought,676,,
top,tɒp,,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺； a. 最高的, 顶上的, 头等的",,ky,,topped|topping|tops,678,,
goal,gәul,,"n. 目标, 终点, 得分, 球门, 守门员； vi. 攻门, 射门得分",,ky,,goals,681,,
author,'ɒ:θә,,"n. 作家, 作家的著作, 创始人； [法] 作者, 著作人, 本人",,ky,,authored|authoring|authors,685,,
represent,.repri'zent,,"vt. 表现, 表示, 描绘, 讲述, 代表, 象征, 回忆, 再赠送, 再上演； vi. 提出异议",,ky,,represented|representing|represents,687,,
focus,'fәukәs,,"n. 焦点, 焦距； vi. 聚焦, 注视",,ky,,foci|focused|focuses|focusing,688,,
drop,drɒp,,"n. 滴, 微量, 落下, 空投； vi. 放下, 掉下, 下降",,ky,,dropped|dropping|drops,690,,
blood,blʌd,,"n. 血, 血统, 流血, 气质, 生命； vt. 使出血, 用血涂",,ky,,blooded|blooding|bloods,692,,
upon,ә'pɒn,,"prep. 在...之上, 迫近, 紧接着",,ky,,,693,,
nature,'neitʃә,,"n. 自然, 大自然, 本性, 性格, 性质； [医] 自然, 大自然; 本性, 性能",,ky,,natures,696,,
color,'kʌlә,,"n. 颜色, 面色, 颜料, 外貌； vt. 把...涂上颜色, 粉饰, 使脸红, 歪曲",,ky,,colored|coloring|colors,697,,
reduce,ri'dju:s,,"vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳； vi. 减少, 减肥, 缩小",,ky,,reduced|reduces|reducing,701,,
enter,'entә,,"vt. 进入, 参加, 开始, 输入, 回车； vi. 进去, 参加",,ky,,entered|entering|enters,709,,
common,'kɒmәn,,"a. 通常的, 共同的, 通俗的, 公共的； [计] 公用块",,ky,,,710,,
share,ʃєә,,"n. 部分, 参与, 一份, 参股, 份额； vt. 均分, 分担, 分享, 分配, 共有",,ky,,shared|shares|sharing,711,,
natural,'nætʃәrәl,,"n. 白痴； a. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",,ky,,,715,,
race,reis,,"n. 种族, 人种, 赛跑, 比赛, 急流, 人类, 同道, 姜根； vi. 赛跑, 竞赛, 疾走",,ky,,raced|races|racing,716,,
rise,raiz,,"n. 上升, 增加, 上涨, 高地, 升高, 出现； vi. 升起, 起身, 起立, 上升, 上涨, 增长, 高耸, 起义, 浮现",,ky,,risen|rises|rising|rose,727,,
decade,'dekeid,,"n. 十年, 十",,ky,,decades,730,,
TV,'ti:'vi:,,"电视； [计] 电视, 转移向量",,ky,,,730,,
article,'ɑ:tikl,,"n. 文章, 冠词, 物品, 物件, 条款, 契约； [计] 信件",,ky,,articled|articles|articling,731,,
shoot,ʃu:t,,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费； vt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射",,ky,,shooting|shoots|shot,732,,
save,seiv,,"n. 救球； vt. 解救, 挽救, 储蓄, 保存, 节省, 保留",,ky,,saved|saves|saving,735,,
scene,si:n,,"n. 场, 情景, 镜头, 发生地点, 道具, 布景, 景色； [化] 现场",,ky,,scenes,738,,
stock,stɒk,,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目； a. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的",,ky,,stocked|stocking|stocks,740,,
despite,di'spait,,"n. 轻视, 憎恨； prep. 虽然, 尽管",,ky,,,742,,
thus,ðʌs,,"adv. 如此, 因此, 到如此程度； [医] 乳香",,ky,,,744,,
beyond,bi'jɒnd,,"prep. 超过, 在那一边, 迟于； adv. 在远处",,ky,,,746,,
protect,prә'tekt,,"vt. 防卫, 保护, 警戒； [法] 庇护, 保护, 警戒",,ky,,protected|protecting|protects,749,,
approach,ә'prәutʃ,,"n. 接近, 入门； vt. 接近, 近似, 找...商量",,ky,,approached|approaches|approaching,750,,
fund,fʌnd,,"n. 基金, 资金, 存款, 财源, 贮藏； vt. 提供资金, 积累",,ky,,funded|funding|funds,754,,
serious,'siәriәs,,"a. 严肃的, 认真的, 重要的, 严重的； [电] 严重的",,ky,,,755,,
sign,sain,,"n. 符号, 招牌, 征兆, 正负号, 手势； vt. 签名, 打手势表达",,ky,,signed|signing|signs,759,,
thought,θɒ:t,,"n. 想法, 思想, 思维, 关心, 挂念； think的过去式和过去分词",,ky,,pd|think|thoughts,760,,
list,list,,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单； vt. 列出, 列于表上, 记入名单内, 装布条",,ky,,listed|listing|lists,761,,
resource,ri'sɒ:s,,"n. 资源, 财力, 办法, 策略, 急智, 消遣； [计] 资源",,ky,,resourced|resources|resourcing,769,,
prepare,pri'pєә,,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制； vi. 预备",,ky,,prepared|prepares|preparing,774,,
disease,di'zi:z,,"n. 疾病, 弊病； [医] [疾]病",,ky,,diseases,775,,
whatever,hwɒt'evә,,pron. 无论什么,,ky,,,776,,
recognize,'rekәgnaiz,,"vt. 认出, 认可, 承认, 公认, 识别, 赏识； vi. 承认, 具结",,ky,,recognized|recognizes|recognizing,779,,
amount,ә'maunt,,"n. 总数, 总额； vi. 总计, 等同",,ky,,amounted|amounting|amounts,782,,
ability,ә'biliti,,"n. 能力, 才干； [经] 能力, 才能",,ky,,abilities,783,,
staff,stɑ:f,,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖； a. 职员的, 雇员的, 参谋的",,ky,,staffed|staffing|staffs,784,,
growth,grәuθ,,"n. 生长, 栽培, 增长； [计] 等比级数",,ky,,growths,787,,
loss,lɒs,,"n. 损失, 遗失, 失败, 输, 错过, 伤亡； [化] 损失; 损耗",,ky,,losses,788,,
wonder,'wʌndә,,"n. 奇迹, 惊奇, 惊愕； vt. 惊奇, 想知道",,ky,,wondered|wondering|wonders,790,,
attack,ә'tæk,,"n. 攻击, 抨击； vt. 攻击, 抨击, 动手干",,ky,,attacked|attacking|attacks,791,,
region,'ri:dʒәn,,"n. 区域, 地带, 地区, 领域, 范围, 区； [计] 区, 区域",,ky,,regions,793,,
training,'treiniŋ,,"n. 训练, 培养； [医] 训练",,ky,,i|training,796,,
pretty,'priti,,"a. 漂亮的, 优美的, 机灵的, 狡猾的, 恰当的； adv. 相当, 颇",,ky,,prettier|prettiest,797,,
trade,treid,,"n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风； vi. 进行交易, 做买卖, 经商, 对换, 购物",,ky,,traded|trades|trading,800,,
lay,lei,,"vt. 放置, 产, 铺设, 布置, 提出, 平息； vi. 下蛋, 打赌",,ky,,laid|laying|lays|lie|p,803,,
general,'dʒenәrәl,,"n. 一般, 将军, 大体； a. 全面的, 大体的, 总的, 一般的, 普遍的",,ky,,generals,804,,
feeling,'fi:liŋ,,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情； a. 有同情心的, 有感觉的, 仁慈的, 动人的",,ky,,feel|feeling|feelings|i,805,,
message,'mesidʒ,,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词； vt. 通知",,ky,,messaged|messages|messaging,807,,
analysis,ә'nælәsis,,n. 分析； [计] 分析机; 分析员; 分析; 分析程序,,ky,,analyses,811,,
sex,seks,,"n. 性别, 性欲； vt. 区别...的性别, 引起...的性欲",,ky,,sexed|sexes|sexing,814,,
lawyer,'lɒ:jә,,n. 律师； [经] 律师,,ky,,lawyers,816,,
skill,'skil,,"n. 技术, 技巧, 技能, 熟练, 熟练工人； [化] 技能",,ky,,skills,821,,
professor,prә'fesә,,n. 教授,,ky,,professors,825,,
financial,fai'nænʃәl,,"a. 财政的, 金融的； [经] 财政的, 金融的, 财务的",,ky,,,827,,
crime,kraim,,"n. 犯罪, 罪行, 罪恶； [法] 犯罪, 罪, 罪恶",,ky,,crimes,828,,
stage,steidʒ,,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架； vt. 上演, 表演, 筹划",,ky,,staged|stages|staging,829,,
authority,ɒ:'θɒriti,,"n. 权力, 当权者, 当局, 权威, 专家； [经] 代理权, 授权, 权威",,ky,,authorities,832,,
design,di'zain,,"n. 设计, 图样, 方案, 企图； v. 设计, 计划",,ky,,designed|designing|designs,834,,
sort,sɒ:t,,"n. 种类, 方式, 品质, 态度, 举止； vt. 分类, 排序, 挑选",,ky,,sorted|sorting|sorts,835,,
act,ækt,,"n. 行动, 行为, 幕, 法案； vi. 行动, 表演, 假装, 见效, 表现, 担当",,ky,,acted|acting|acts,837,,
knowledge,'nɒlidʒ,,"n. 知识, 学问, 认识, 知道",,ky,,knowledges,839,,
gun,gʌn,,n. 枪； [医] 枪,,ky,,gunned|gunning|guns,840,,
strategy,'strætidʒi,,"n. 战略, 策略； [经] 战略, 策略",,ky,,strategies,844,,
indeed,in'di:d,,"adv. 的确, 实在, 真正地, 甚至",,ky,,,848,,
truth,tru:θ,,"n. 事实, 实情； [法] 真实, 真相, 事实",,ky,,truths,850,,
democratic,.demә'krætik,,"a. 民主的； [法] 民主的, 民主政体的, 平民的",,ky,,,853,,
environment,in'vairәnmәnt,,"n. 环境, 外界, 围绕； [计] 环境",,ky,,environments,855,,
rather,'ræðә,,"adv. 宁可, 稍微, 相当",,ky,,,860,,
prove,pru:v,,"vt. 证明, 查验, 检验, 勘探, 显示； vi. 证明是",,ky,,proved|proves|proving,866,,
hang,hæŋ,,"n. 悬挂, 诀窍, 意义； vt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决",,ky,,hanging|hangs|hung,867,,
entire,in'taiә,,"n. 整个, 全部； a. 全体的, 完全的, 全部的",,ky,,,868,,
rock,rɒk,,"n. 岩石, 岩礁, 石头, 基石, 暗礁, 摇动, 摇滚乐； vt. 摇摆, 摇动, 使摇晃, 使动摇",,ky,,rocked|rocking|rocks,869,,
remove,ri'mu:v,,"vt. 移动, 调动, 除去, 迁移, 开除, 移交； vi. 迁移, 移动, 搬家",,ky,,removed|removes|removing,876,,
network,'netwә:k,,"n. 网络, 广播网, 网状物； [计] 网络",,ky,,networked|networking|networks,882,,
legal,'li:gәl,,"a. 法律的, 法定的, 合法的； [经] 法定权利; 法律(上)的, 合法的",,ky,,,883,,
religious,ri'lidʒәs,,"a. 宗教性的, 虔诚的, 宗教上的, 严谨的； n. 修道士, 出家人",,ky,,,884,,
cold,kәuld,,"n. 感冒, 寒冷； a. 寒冷的, 冷淡的, 冷静的",,ky,,colder|coldest|colds,885,,
final,'fainl,,"n. 期末考试, 结局, 决赛； a. 最后的, 终极的, 决定性的",,ky,,finals,887,,
main,mein,,"n. 主要部分, 干线, 体力, 力量, 主群组； a. 主要的, 重要的, 全力的",,ky,,,888,,
cell,sel,,"n. 单元, 细胞, 电池； [计] 单元",,ky,,cells,895,,
trial,'traiәl,,"n. 审判, 试验, 艰苦, 麻烦事, 考验； a. 审讯的, 试验性的",,ky,,trialled|trials,898,,
expert,'ekspә:t,,"n. 专家, 行家； a. 老练的, 内行的, 专门的",,ky,,experts,899,,
firm,fә:m,,"n. 公司, 商号； a. 坚定的, 坚强的, 牢固的, 结实的, 坚硬的, 坚挺的, 严格的, 确定的",,ky,,firmed|firmer|firming|firms,902,,
management,'mænidʒmәnt,,"n. 经营, 支配, 管理； [化] 管理处",,ky,,managements,906,,
avoid,ә'vɒid,,"vt. 避免, 防止, 撤消； [法] 避免, 回避, 躲开",,ky,,avoided|avoiding|avoids,908,,
imagine,i'mædʒin,,"vt. 想像, 设想, 猜测； vi. 想像起来",,ky,,imagined|imagines|imagining,909,,
huge,hju:dʒ,,"a. 极大的, 巨大的, 无限的",,ky,,,911,,
theory,'θiәri,,"n. 理论, 学说, 原理, 意见, 推测； [化] 理论",,ky,,theories,918,,
impact,'impækt,,"n. 冲击, 冲突, 影响, 效果； vt. 挤入, 撞击, 压紧, 对...发生影响",,ky,,impacted|impacting|impacts,919,,
onto,'ɒntu:,,prep. 在...之上,,ky,,ontos,926,,
direction,di'rekʃәn,,"n. 方向, 指导, 趋势； [计] 方向; 流向",,ky,,directions,928,,
weapon,'wepәn,,"n. 武器, 兵器； vt. 武装",,ky,,weapons,929,,
employee,.emplɒi'i:,,"n. 职员, 员工, 受雇人员； [化] 职工; 雇员",,ky,,employees,930,,
contain,kәn'tein,,"vt. 包含, 容纳, 控制； vi. 自制",,ky,,contained|containing|contains,931,,
peace,pi:s,,"n. 和平, 和约, 治安, 和睦, 安宁, 静寂； vi. 安静下来, 不作声",,ky,,,933,,
pain,pein,,"n. 痛苦, 疼痛, 辛苦； vt. 使痛苦, 痛苦",,ky,,pained|paining|pains,937,,
shake,ʃeik,,"n. 摇动, 震动； vt. 摇动, 动摇, 使震动, 挥舞",,ky,,shaken|shakes|shaking|shook,942,,
interview,'intәvju:,,"n. 面谈, 访问, 接见, 面试； vt. 接见, 对...进行面谈(试)",,ky,,interviewed|interviewing|interviews,944,,
manage,'mænidʒ,,"vi. 处理； vt. 管理, 控制, 维持, 达成, 经营, 运用",,ky,,managed|manages|managing,945,,
camera,'kæmәrә,,"n. 照相机, 摄影机, 密谈室, 暗箱； [计] 摄影",,ky,,cameras,949,,
politics,'pɒlitiks,,"n. 政治, 政治学, 政见, 政治活动； [法] 政治, 政治学, 政纲",,ky,,,951,,
